"Time","BTC Total supply","BTC Market cap","ETH OKX Exchange address outflow","Number of OKC tokens","bitcoin:1KgeqstG8a19jNzUhRyVhwppMMJXp8id8L"
09/02/2015,3310301280.31,3310301280.31,,,
05/03/2015,3375753577.69,3375753577.69,,,
09/03/2015,3356595189.66,3356595189.66,,,
10/03/2015,3499096435.7,3499096435.7,,,
05/04/2015,3337541730.72,3337541730.72,,,
09/04/2015,3426294380.58,3426294380.58,,,
10/04/2015,3531161626.74,3531161626.74,,,
11/04/2015,5719798975.78,5719798975.78,,,
05/05/2015,3247005609.04,3247005609.04,,,
09/05/2015,3497501176.81,3497501176.81,,,
10/05/2015,3615516681.44,3615516681.44,,,
11/05/2015,5545199038.76,5545199038.76,,,
05/06/2015,3354646504.43,3354646504.43,,,
09/06/2015,3498450552.73,3498450552.73,,,
10/06/2015,3570854788.9,3570854788.9,,,
11/06/2015,5724617185.11,5724617185.11,,,
12/06/2015,5905127029.58,5905127029.58,,,
05/07/2015,3447831813.41,3447831813.41,,,
09/07/2015,3554142347.52,3554142347.52,,,
10/07/2015,3561930062.71,3561930062.71,,,
11/07/2015,5531656511.57,5531656511.57,,,
12/07/2015,6205714560.9,6205714560.9,,,
05/08/2015,3419854719.12,3419854719.12,,,
09/08/2015,3475627128.09,3475627128.09,,,
10/08/2015,3586696847.95,3586696847.95,,,
11/08/2015,5635059093.39,5635059093.39,,,
12/08/2015,6237462879.06,6237462879.06,,,
05/09/2015,3398966418,3398966418,,,
09/09/2015,3481150246.77,3481150246.77,,,
10/09/2015,3602409175.4,3602409175.4,,,
11/09/2015,4992628478.12,4992628478.12,,,
12/09/2015,6208308594.92,6208308594.92,,,
05/10/2015,3426183567.82,3426183567.82,,,
09/10/2015,3505998547.54,3505998547.54,,,
10/10/2015,3634404698.64,3634404698.64,,,
11/10/2015,4612514040.26,4612514040.26,,,
12/10/2015,6755133777.78,6755133777.78,,,
05/11/2015,3412325930.55,3412325930.55,,,
09/11/2015,3435560544.31,3435560544.31,,,
10/11/2015,3609631292.17,3609631292.17,,,
11/11/2015,5015077780.86,5015077780.86,,,
12/11/2015,6503736791.14,6503736791.14,,,
05/12/2015,3346262699.34,3346262699.34,,,
06/01/2015,3212672886.64,3212672886.64,,,
06/02/2015,3214532897.16,3214532897.16,,,
06/03/2015,3193222691.25,3193222691.25,,,
06/04/2015,3202980054.26,3202980054.26,,,
06/05/2015,3213352832.66,3213352832.66,,,
06/06/2015,3175305675.19,3175305675.19,,,
06/07/2015,3256036932.79,3256036932.79,,,
06/08/2015,3264903163.04,3264903163.04,,,
06/09/2015,3262284806.37,3262284806.37,,,
06/10/2015,3276077665.21,3276077665.21,,,
06/11/2015,3280797170.68,3280797170.68,,,
06/12/2015,3316218694.91,3316218694.91,,,
07/01/2015,3661982357.3,3661982357.3,,,
07/02/2015,3676265449.61,3676265449.61,,,
07/03/2015,3742442040.02,3742442040.02,,,
07/04/2015,3901719676.15,3901719676.15,,,
07/05/2015,3861476914.71,3861476914.71,,,
07/06/2015,3821951601.32,3821951601.32,,,
07/07/2015,3888643842.08,3888643842.08,,,
07/08/2015,3867265422.42,3867265422.42,,,
07/09/2015,4093354871.72,4093354871.72,,,
07/10/2015,4212577115.2,4212577115.2,,,
07/11/2015,4468787081.48,4468787081.48,,,
07/12/2015,4199367454.52,4199367454.52,,,
08/01/2015,4084561162.12,4084561162.12,,,
08/02/2015,4065490730.69,4065490730.69,,,
08/03/2015,4124330969.16,4124330969.16,,,
08/04/2015,4076885196.37,4076885196.37,,,
08/05/2015,4030082077.89,4030082077.89,,,
08/06/2015,4045702320.32,4045702320.32,,,
08/07/2015,3777716045.81,3777716045.81,,,
08/08/2015,3837794029.46,3837794029.46,,,
08/09/2015,3830022824.73,3830022824.73,,,
08/10/2015,3916832561.01,3916832561.01,,,
08/11/2015,3859603232.65,3859603232.65,,,
08/12/2015,3827340307.19,3827340307.19,,,
09/12/2015,3367459703.18,3367459703.18,,,
10/01/2015,3483118946.25,3483118946.25,,,
10/02/2015,3505068630.09,3505068630.09,,,
10/12/2015,3672241762.91,3672241762.91,,,
11/01/2015,5343083255.44,5343083255.44,,,
11/02/2015,5969410305.73,5969410305.73,,,
11/03/2015,6091446318.97,6091446318.97,,,
11/12/2015,4995777691.61,4995777691.61,,,
12/01/2015,5355455835.18,5355455835.18,,,
12/02/2015,5384466122.21,5384466122.21,,,
12/03/2015,5417645961.25,5417645961.25,,,
12/04/2015,5803598967.69,5803598967.69,,,
12/05/2015,5802823487.55,5802823487.55,,,
12/12/2015,6486890566.97,6486890566.97,,,
01/01/2016,6516792039.33,6516792039.33,,,
01/02/2016,6466899565.51,6466899565.51,,,
01/03/2016,6515141841.76,6515141841.76,,,
01/04/2016,6499838704.69,6499838704.69,,,
01/05/2016,6458315468.12,6458315468.12,,,
01/06/2016,6895623665.87,6895623665.87,,,
01/07/2016,6825029347.61,6825029347.61,,,
01/08/2016,6742189629.78,6742189629.78,,,
02/08/2016,5711577243.01,5711577243.01,,,
01/09/2016,6749807640.19,6749807640.19,,,
02/09/2016,5798608064.02,5798608064.02,,,
01/10/2016,6758375230.54,6758375230.54,,,
02/10/2016,5770022577.87,5770022577.87,,,
01/11/2016,6568287280.72,6568287280.72,,,
02/11/2016,5841712551.8,5841712551.8,,,
03/11/2016,6301520835.81,6301520835.81,,,
01/12/2016,6519970955.5,6519970955.5,,,
02/01/2016,5675983414.64,5675983414.64,,,
02/02/2016,5609342541.56,5609342541.56,,,
02/03/2016,5909041213.87,5909041213.87,,,
02/04/2016,5864609741.37,5864609741.37,,,
02/05/2016,5714220289.76,5714220289.76,,,
02/06/2016,5717470462.39,5717470462.39,,,
02/07/2016,5670833677.81,5670833677.81,,,
02/12/2016,5958692440.91,5958692440.91,,,
03/01/2016,6474755563.07,6474755563.07,,,
03/02/2016,6440543567.43,6440543567.43,,,
03/03/2016,6278467934.73,6278467934.73,,,
03/04/2016,6121602379.36,6121602379.36,,,
03/05/2016,6232137397.91,6232137397.91,,,
03/06/2016,6334849146.62,6334849146.62,,,
03/07/2016,6330944609.47,6330944609.47,,,
03/08/2016,6346148613.08,6346148613.08,,,
03/09/2016,6382555233.62,6382555233.62,,,
03/10/2016,6453989640.93,6453989640.93,,,
03/12/2016,6340280994.83,6340280994.83,,,
04/01/2016,6475389237.38,6475389237.38,,,
04/02/2016,6477380875.07,6477380875.07,,,
04/03/2016,6487396816.17,6487396816.17,,,
04/04/2016,6528772712.11,6528772712.11,,,
04/05/2016,6520935545.18,6520935545.18,,,
04/06/2016,6512183965.52,6512183965.52,,,
04/07/2016,6476770313.84,6476770313.84,,,
04/08/2016,6463924927.33,6463924927.33,,,
04/09/2016,6498972735.87,6498972735.87,,,
04/10/2016,6514766997.29,6514766997.29,,,
04/11/2016,6558165781.78,6558165781.78,,,
04/12/2016,6537414427.63,6537414427.63,,,
05/01/2016,6891163077.66,6891163077.66,,,
05/02/2016,6980230099.32,6980230099.32,,,
05/03/2016,6926550062.97,6926550062.97,,,
05/04/2016,6947744537.17,6947744537.17,,,
05/05/2016,7129941052.6,7129941052.6,,,
05/06/2016,7115084238.62,7115084238.62,,,
05/07/2016,7117185723.2,7117185723.2,,,
05/08/2016,7149207714.09,7149207714.09,,,
05/09/2016,7002156874.12,7002156874.12,,,
05/10/2016,7032217396.76,7032217396.76,,,
05/11/2016,7065465184.46,7065465184.46,,,
05/12/2016,7081200771.43,7081200771.43,,,
06/01/2016,8398973349.03,8398973349.03,,,
06/02/2016,8888459022.63,8888459022.63,,,
06/03/2016,8945465807.43,8945465807.43,,,
06/04/2016,8982826201.77,8982826201.77,,,
06/05/2016,9150293738.61,9150293738.61,,,
06/06/2016,9012601984.36,9012601984.36,,,
06/07/2016,9093732874.85,9093732874.85,,,
06/08/2016,8986313961.01,8986313961.01,,,
06/09/2016,9032837300.39,9032837300.39,,,
06/10/2016,9492743349.38,9492743349.38,,,
06/11/2016,10528810566.33,10528810566.33,,,
06/12/2016,11026027430.02,11026027430.02,,,
07/01/2016,11065286385.02,11065286385.02,,,
07/02/2016,10359608894.64,10359608894.64,,,
07/03/2016,10755412249.11,10755412249.11,,,
07/04/2016,10552509572.68,10552509572.68,,,
07/05/2016,10660703578.39,10660703578.39,,,
07/06/2016,10084179425.33,10084179425.33,,,
07/07/2016,10495206546.14,10495206546.14,,,
07/08/2016,10252534169.64,10252534169.64,,,
07/09/2016,10228635396.4,10228635396.4,,,
07/10/2016,10203042129.4,10203042129.4,,,
07/11/2016,10470359214.96,10470359214.96,,,
07/12/2016,10312578150.9,10312578150.9,,,
08/01/2016,8645421006.68,8645421006.68,,,
08/02/2016,8944895994.95,8944895994.95,,,
08/03/2016,9134530664.96,9134530664.96,,,
08/04/2016,9084437742.68,9084437742.68,,,
08/05/2016,9286864214.58,9286864214.58,,,
08/06/2016,9365515398.3,9365515398.3,,,
08/07/2016,9340724709.01,9340724709.01,,,
08/08/2016,9290372511.35,9290372511.35,,,
08/09/2016,9359509635.52,9359509635.52,,,
08/10/2016,9313354428.48,9313354428.48,,,
08/11/2016,9289780099.25,9289780099.25,,,
08/12/2016,9259873563.96,9259873563.96,,,
09/01/2016,9122089977.5,9122089977.5,,,
09/02/2016,9482446631.29,9482446631.29,,,
09/03/2016,9648903433.12,9648903433.12,,,
09/04/2016,9617675402.9,9617675402.9,,,
09/05/2016,9679694631.19,9679694631.19,,,
09/06/2016,9745994846.07,9745994846.07,,,
09/07/2016,9933835355.56,9933835355.56,,,
09/08/2016,9880145603.23,9880145603.23,,,
09/09/2016,9891541181.06,9891541181.06,,,
09/10/2016,9626414944.35,9626414944.35,,,
09/11/2016,9651933186.9,9651933186.9,,,
09/12/2016,9668923591.92,9668923591.92,,,
10/01/2016,9717382169.82,9717382169.82,,,
10/02/2016,9738137918.79,9738137918.79,,,
10/03/2016,9708633218.38,9708633218.38,,,
10/04/2016,9746552386.86,9746552386.86,,,
10/05/2016,9755939802.5,9755939802.5,,,
10/06/2016,9822365432.76,9822365432.76,,,
10/07/2016,9855225715.65,9855225715.65,,,
10/08/2016,9818943560.45,9818943560.45,,,
10/09/2016,9855715612.46,9855715612.46,,,
10/10/2016,10208358987.52,10208358987.52,,,
10/11/2016,10131726590.9,10131726590.9,,,
10/12/2016,10142211345.52,10142211345.52,,,
11/01/2016,11825996293.91,11825996293.91,,,
11/02/2016,10995222064.04,10995222064.04,,,
11/03/2016,11228335199.2,11228335199.2,,,
11/04/2016,11232429215.5,11232429215.5,,,
11/05/2016,11363240193.55,11363240193.55,,,
11/06/2016,11230535957.87,11230535957.87,,,
11/07/2016,11339296695.9,11339296695.9,,,
11/08/2016,11554981249,11554981249,,,
11/09/2016,11432833098.03,11432833098.03,,,
11/10/2016,11448361265.37,11448361265.37,,,
11/11/2016,11268318198.17,11268318198.17,,,
11/12/2016,11221330873.92,11221330873.92,,,
12/01/2016,12462464975.71,12462464975.71,,,
12/02/2016,12355383292.79,12355383292.79,,,
12/03/2016,12400394539.09,12400394539.09,,,
12/04/2016,12158761556.97,12158761556.97,,,
12/05/2016,12248587886.43,12248587886.43,,,
12/06/2016,12312775134.36,12312775134.36,,,
12/07/2016,12357378153.22,12357378153.22,,,
12/08/2016,12390539634.18,12390539634.18,,,
12/09/2016,12421488881.77,12421488881.77,,,
12/10/2016,12344327346.42,12344327346.42,,,
12/11/2016,12511973947.8,12511973947.8,,,
12/12/2016,12521224164.34,12521224164.34,,,
01/01/2017,16428281005.12,16428281005.12,,,
01/02/2017,16785663597.56,16785663597.56,,,
06/02/2017,41175377807.21,41175377807.21,30287791.72,,
01/03/2017,18571045369.8,18571045369.8,,,
06/03/2017,41122564184.85,41122564184.85,36289882.03,,
01/04/2017,16299724242.36,16299724242.36,,,
06/04/2017,43992948296.49,43992948296.49,29907850.63,,
07/04/2017,42749743424.28,42749743424.28,40139465.68,,
01/05/2017,14533836572.73,14533836572.73,,,
06/05/2017,46887054404.52,46887054404.52,32732032.76,,
07/05/2017,42862432712.26,42862432712.26,28254809.97,,
08/05/2017,53004309592.8,53004309592.8,37107766.12,,
01/06/2017,14617481709.5,14617481709.5,,,
06/06/2017,44746447410.98,44746447410.98,21085943.39,,
07/06/2017,41389564278.73,41389564278.73,22234605.54,,
08/06/2017,55732160941.97,55732160941.97,60932518.18,,
09/06/2017,76129877186.02,76129877186.02,38478167.7,,
01/07/2017,14661270249.25,14661270249.25,,,
06/07/2017,45955431174.35,45955431174.35,38061568.99,,
07/07/2017,42260512812.6,42260512812.6,27213456.73,,
08/07/2017,56415903598.57,56415903598.57,28213137.89,,
09/07/2017,69996502541.59,69996502541.59,44006665.63,,
01/08/2017,14528335203.88,14528335203.88,,,
06/08/2017,46258666651.79,46258666651.79,26596059.96,,
07/08/2017,41395908732.15,41395908732.15,19537129.85,,
08/08/2017,55143671906.98,55143671906.98,62489118.11,,
09/08/2017,69961128444.17,69961128444.17,55649450.12,,
10/08/2017,79279032638.39,79279032638.39,13072981.05,,
01/09/2017,14608039569.8,14608039569.8,,,
06/09/2017,48293604218.45,48293604218.45,45114494.99,,
07/09/2017,39003514225.06,39003514225.06,10835439.65,,
08/09/2017,55789435915.65,55789435915.65,24411902.02,,
09/09/2017,68261973538.38,68261973538.38,39475710.1,,
10/09/2017,79454753557.19,79454753557.19,15079463.08,,
11/09/2017,110351108678.33,110351108678.33,31234345.72,,
01/10/2017,12518690463.3,12518690463.3,,,
06/10/2017,48469356662.85,48469356662.85,78748283.79,,
07/10/2017,38436986869.63,38436986869.63,54729697.71,,
08/10/2017,60239877099.1,60239877099.1,84633609.91,,
09/10/2017,68904758310.35,68904758310.35,41560978.5,,
10/10/2017,80201854580.07,80201854580.07,13210856.8,,
11/10/2017,106014683067.29,106014683067.29,20228850.93,,
01/11/2017,12956175273.61,12956175273.61,,,
06/11/2017,43583916060.18,43583916060.18,120051222.13,,
07/11/2017,39446066958.07,39446066958.07,58787146.16,,
08/11/2017,64108725343.65,64108725343.65,42256402.89,,
09/11/2017,68409679092.95,68409679092.95,31388476.63,,
10/11/2017,90523020091.02,90523020091.02,10213630.78,,
11/11/2017,99223413244.2,99223413244.2,63107770.06,,
12/11/2017,291472489064.45,291472489064.45,62795466.16,,
01/12/2017,13266153823.9,13266153823.9,,,
02/01/2017,16331073529.33,16331073529.33,,,
02/02/2017,16625107023.45,16625107023.45,,,
02/03/2017,16836977723.66,16836977723.66,,,
02/04/2017,16587679023.31,16587679023.31,,,
02/05/2017,16763895799.2,16763895799.2,,,
02/06/2017,17140280754.92,17140280754.92,,,
02/07/2017,17170227391,17170227391,,,
02/08/2017,16062796107.35,16062796107.35,,,
02/09/2017,15972405320.43,15972405320.43,,,
02/10/2017,16229076598.34,16229076598.34,,,
02/11/2017,16145635452.96,16145635452.96,,,
02/12/2017,16009717281.8,16009717281.8,,,
03/01/2017,20257745298.8,20257745298.8,,,
03/02/2017,20648314012.68,20648314012.68,,,
03/03/2017,20329435408.38,20329435408.38,,,
03/04/2017,20525474918.95,20525474918.95,,,
03/05/2017,20620236935.18,20620236935.18,,,
03/06/2017,19824055850.01,19824055850.01,,,
03/07/2017,18634669896.97,18634669896.97,,,
03/08/2017,19260550941,19260550941,,,
03/09/2017,18099621972.68,18099621972.68,,,
03/10/2017,19059737782.64,19059737782.64,,,
03/11/2017,19800599858.94,19800599858.94,,,
03/12/2017,19973715599.27,19973715599.27,,,
04/01/2017,17911318647.31,17911318647.31,,,
05/01/2017,23690504490.96,23690504490.96,,,
04/02/2017,18590418290.73,18590418290.73,,,
05/02/2017,24300741905.45,24300741905.45,,,
04/03/2017,18420673887.02,18420673887.02,,,
05/03/2017,25079747685.37,25079747685.37,,,
04/04/2017,18285117052.96,18285117052.96,,,
05/04/2017,25372532047.12,25372532047.12,,,
04/05/2017,19228572304.77,19228572304.77,,,
05/05/2017,25756775021.89,25756775021.89,,,
04/06/2017,19136838536.23,19136838536.23,,,
05/06/2017,26052217072.38,26052217072.38,,,
04/07/2017,19123732328.37,19123732328.37,,,
05/07/2017,28122064076.81,28122064076.81,,,
04/08/2017,19319802739.75,19319802739.75,,,
05/08/2017,28648177077.6,28648177077.6,,,
04/09/2017,19309828755.25,19309828755.25,,,
05/09/2017,29169664419.41,29169664419.41,,,
04/10/2017,19603136786.55,19603136786.55,,,
05/10/2017,30176080903.03,30176080903.03,,,
04/11/2017,19530007019.94,19530007019.94,,,
05/11/2017,28149602473.52,28149602473.52,,,
04/12/2017,19026248769.42,19026248769.42,,,
05/12/2017,29470099879.3,29470099879.3,,,
06/01/2017,40731109192.34,40731109192.34,46113968.03,,
06/12/2017,44528825544.73,44528825544.73,105584941.64,,
07/01/2017,41165054416.22,41165054416.22,27698617.84,,
07/02/2017,42116401131.62,42116401131.62,76580515.06,,
07/03/2017,42738712401.86,42738712401.86,30783661.87,,
07/12/2017,38777618470.39,38777618470.39,36351445.27,,
08/01/2017,44683105690.52,44683105690.52,30699233.08,,
08/02/2017,46238694570.01,46238694570.01,53336299.64,,
08/03/2017,47747179099,47747179099,27827755.18,,
08/04/2017,53641281976.32,53641281976.32,30166417.94,,
08/12/2017,67228167820,67228167820,37277641.78,,
09/01/2017,75730844835.21,75730844835.21,59382205.52,,
09/02/2017,75809179075.47,75809179075.47,52298326.44,,
09/03/2017,70084491329.7,70084491329.7,54542194.36,,
09/04/2017,72413695036.98,72413695036.98,77838183.3,,
09/05/2017,76073939212.27,76073939212.27,62591771.36,,
09/12/2017,64307909875.54,64307909875.54,28517911.81,,
10/01/2017,73192530357.79,73192530357.79,21096900.59,,
10/02/2017,71678146907.41,71678146907.41,9252053.17,,
10/03/2017,70223002263.43,70223002263.43,7776131.49,,
10/04/2017,71874435500.47,71874435500.47,9240918.79,,
10/05/2017,72586679918.96,72586679918.96,5641770.09,,
10/06/2017,73526385722.19,73526385722.19,8931658.78,,
10/07/2017,76585407825.89,76585407825.89,6332095.62,,
10/12/2017,93860167172.57,93860167172.57,34521596.01,,
11/01/2017,117928960256.25,117928960256.25,31755843.78,,
11/02/2017,120093907546.18,120093907546.18,20787856.07,,
11/03/2017,122973545412.95,122973545412.95,20361594.99,,
11/04/2017,123445057029.84,123445057029.84,14703333.72,,
11/05/2017,117047498124.47,117047498124.47,15738248.13,,
11/06/2017,119087070289.89,119087070289.89,16347546.42,,
11/07/2017,124357308798.09,124357308798.09,59816238.07,,
11/08/2017,119100364751.14,119100364751.14,47128020.92,,
11/12/2017,109397472549.61,109397472549.61,35936843.3,,
12/01/2017,185114235583.61,185114235583.61,30265606.25,,
12/02/2017,189295016625.16,189295016625.16,16964227.08,,
12/03/2017,194903397830.82,194903397830.82,73011410.88,,
12/04/2017,199271067053.08,199271067053.08,29675299.9,,
12/05/2017,239016115378.65,239016115378.65,27485689.24,,
12/06/2017,299393132363.76,299393132363.76,41375352.98,,
12/07/2017,277175632764.79,277175632764.79,78533637.42,,
12/08/2017,253934700683.59,253934700683.59,60146404.55,,
12/09/2017,258606031866.73,258606031866.73,44074507.98,,
12/10/2017,283428027272.9,283428027272.9,24938444.13,,
12/12/2017,274649965463.82,274649965463.82,90043732.05,,
01/01/2018,251368014529.2,251368014529.2,122134515.3,,
01/02/2018,255068799498.74,255068799498.74,101088707.46,,
12/02/2018,67777543141.14,67777543141.14,9403574.85,,
01/03/2018,261785644894.01,261785644894.01,124361628.22,,
12/03/2018,68875524760.28,68875524760.28,8299090.91,,
01/04/2018,292534528129.64,292534528129.64,157782301.17,,
12/04/2018,65350574290.55,65350574290.55,8671458.75,,
01/05/2018,294206503646.93,294206503646.93,122549130.25,,
12/05/2018,61301896860.57,61301896860.57,15818182.04,,
01/06/2018,276624921628.5,276624921628.5,112104810.18,,
12/06/2018,59545894570.17,59545894570.17,17826745.85,,
01/07/2018,254704003463.29,254704003463.29,189009691.08,,
12/07/2018,60529498621.07,60529498621.07,17141174.02,,
01/08/2018,245086738205.97,245086738205.97,150094272.18,,
12/08/2018,62939856853.69,62939856853.69,8380872.98,,
01/09/2018,251465034395.79,251465034395.79,251103252.45,,
12/09/2018,61002519521.53,61002519521.53,7808414.46,,
01/10/2018,225169192242.19,225169192242.19,75468600.08,,
12/10/2018,59648404905.71,59648404905.71,8955231.47,,
01/11/2018,234854375737.21,234854375737.21,176572805.61,,
12/11/2018,60739881950.46,60739881950.46,8346891.77,,
01/12/2018,241261264836.19,241261264836.19,99854547.2,,
02/01/2018,148719637763.02,148719637763.02,97811913.49,,
02/02/2018,154534224418.95,154534224418.95,40671491.84,,
02/03/2018,139427640317.54,139427640317.54,34509835.74,,
02/04/2018,117179362811.06,117179362811.06,55088906.17,,
02/05/2018,130652662497.62,130652662497.62,77851392.45,,
02/06/2018,128430113686.02,128430113686.02,37247765,,
02/07/2018,139302606120.12,139302606120.12,34397084.31,,
02/08/2018,147261150527.25,147261150527.25,38543124.74,,
02/09/2018,145335520495.87,145335520495.87,35860718.94,,
02/10/2018,137059363738.07,137059363738.07,19743303.4,,
02/11/2018,150506789965.62,150506789965.62,92047406.09,,
02/12/2018,144990375887.26,144990375887.26,91593351.09,,
03/01/2018,187312950488.98,187312950488.98,23451633.81,,
03/02/2018,194151996241.05,194151996241.05,19167250.52,,
03/03/2018,194559482246.14,194559482246.14,21246844.39,,
03/04/2018,195607371362.12,195607371362.12,18849563.22,,
03/05/2018,182217539905.1,182217539905.1,25735480.12,,
03/06/2018,168474443753.52,168474443753.52,21970133,,
03/07/2018,158846580851.47,158846580851.47,52662189.33,,
03/08/2018,157892798518.56,157892798518.56,44105662.38,,
03/09/2018,149935064704.85,149935064704.85,19318185.52,,
03/10/2018,162002529077.85,162002529077.85,17919878.06,,
03/11/2018,155705247610.35,155705247610.35,12292915.88,,
03/12/2018,155550420198.08,155550420198.08,23676944.68,,
04/01/2018,120097856413.74,120097856413.74,34930786.03,,
04/02/2018,126424639029.28,126424639029.28,21772075.17,,
04/03/2018,116224879000.82,116224879000.82,25196409.12,,
04/04/2018,115519774798.56,115519774798.56,13586027.89,,
04/05/2018,112561465820.29,112561465820.29,9347804.8,,
04/06/2018,117236960114.79,117236960114.79,9213687.52,,
04/07/2018,119157938055.08,119157938055.08,13365062.9,,
04/08/2018,114883064655.96,114883064655.96,11758838.15,,
04/09/2018,115982028670.37,115982028670.37,13943001.59,,
04/10/2018,118262731983.58,118262731983.58,10230474.72,,
04/11/2018,133907782124.7,133907782124.7,48381608.17,,
04/12/2018,134037646051.41,134037646051.41,54779887.67,,
05/01/2018,157114477159.56,157114477159.56,29858449.51,,
05/02/2018,165773757740.14,165773757740.14,144758138.91,,
05/03/2018,165058736396.13,165058736396.13,58214985.71,,
05/04/2018,167753360832.64,167753360832.64,58680958.61,,
05/05/2018,164311225815.32,164311225815.32,36082246.28,,
05/06/2018,159532358793.32,159532358793.32,68159718.96,,
05/07/2018,157195852913.62,157195852913.62,61804859.9,,
05/08/2018,158753474281.32,158753474281.32,34599680.23,,
05/09/2018,153983712445.48,153983712445.48,31446784.54,,
05/10/2018,143739341043.85,143739341043.85,67574902.02,,
05/11/2018,144835098009.77,144835098009.77,59350229.58,,
05/12/2018,148583149916.78,148583149916.78,30477430.74,,
06/01/2018,130477072184.19,130477072184.19,25693617.45,,
06/02/2018,131842332073.69,131842332073.69,23420110.78,,
06/03/2018,128307178401.86,128307178401.86,35223308.66,,
06/04/2018,130361553388.68,130361553388.68,34458729.72,,
06/05/2018,130721251042.97,130721251042.97,31512282.14,,
06/06/2018,131148503617.68,131148503617.68,31837890.43,,
06/07/2018,130252599254.02,130252599254.02,27274419.66,,
06/08/2018,128678408938.93,128678408938.93,27585605.02,,
06/09/2018,115945114829.43,115945114829.43,77952914.96,,
06/10/2018,118022030440.51,118022030440.51,37838546.8,,
06/11/2018,112488423268.21,112488423268.21,31668577.69,,
06/12/2018,108527379909.01,108527379909.01,56618531.54,,
07/01/2018,113285115055.94,113285115055.94,15280808.1,,
07/02/2018,111846079012.45,111846079012.45,56406947.55,,
07/03/2018,113021141255.44,113021141255.44,29182360.06,,
07/04/2018,113744985403.1,113744985403.1,19595987.64,,
07/05/2018,114346251562.5,114346251562.5,16458814.19,,
07/06/2018,117502926840.98,117502926840.98,23093391.87,,
07/07/2018,116092785595.56,116092785595.56,15871198.68,,
07/08/2018,115554016359.38,115554016359.38,27543937.83,,
07/09/2018,108507135879.85,108507135879.85,25217799.35,,
07/10/2018,109628589487.99,109628589487.99,19742792.43,,
07/11/2018,106795128538.05,106795128538.05,14439193.58,,
07/12/2018,106964853684.11,106964853684.11,19075155.52,,
08/01/2018,130047549966.25,130047549966.25,17644148.97,,
08/02/2018,127780819184.38,127780819184.38,20088744.66,,
08/03/2018,120894404266.18,120894404266.18,15653415.39,,
08/04/2018,121521888327.69,121521888327.69,14027454.64,,
08/05/2018,119527900402.23,119527900402.23,14571566.5,,
08/06/2018,116123529765.63,116123529765.63,16335933.98,,
08/07/2018,108444287389.32,108444287389.32,38465782.8,,
08/08/2018,112969343223.16,112969343223.16,31430983.65,,
08/09/2018,106386321989.7,106386321989.7,24663164.81,,
08/10/2018,108310338845.28,108310338845.28,33013401.4,,
08/11/2018,108786696513.96,108786696513.96,19312079.31,,
08/12/2018,108365705618.07,108365705618.07,17563337.66,,
09/01/2018,125423339528.41,125423339528.41,7491268.9,,
09/02/2018,125218626822.14,125218626822.14,33206831.56,,
09/03/2018,126983100231.74,126983100231.74,16249768.29,,
09/04/2018,117181719418.75,117181719418.75,20135939.47,,
09/05/2018,112645973140.47,112645973140.47,21403316.09,,
09/06/2018,111586128695.34,111586128695.34,52385730.91,,
09/07/2018,107438354364.05,107438354364.05,3198964.3,,
09/08/2018,108742453248.35,108742453248.35,15036150.14,,
09/09/2018,109252069679.87,109252069679.87,33846266.29,,
09/10/2018,109116876987.8,109116876987.8,11271872.65,,
09/11/2018,109657091699.95,109657091699.95,45346352.21,,
09/12/2018,112526782686.48,112526782686.48,28816504.12,,
10/01/2018,113427144397.48,113427144397.48,5558811.28,,
10/02/2018,112513345126.57,112513345126.57,6265128.52,,
10/03/2018,113807488174.53,113807488174.53,15264744.28,,
10/04/2018,114610958132.57,114610958132.57,6407787.51,,
10/05/2018,114029959468.59,114029959468.59,24279397.08,,
10/06/2018,114295910380.76,114295910380.76,6250064.44,,
10/07/2018,115159595919.73,115159595919.73,18321342.39,,
10/08/2018,115003772637.3,115003772637.3,8513248.46,,
10/09/2018,114027371852.85,114027371852.85,6936423.57,,
10/10/2018,108337346503.94,108337346503.94,43468719.72,,
10/11/2018,108666192043.65,108666192043.65,11290369.74,,
10/12/2018,108874574228.91,108874574228.91,5652070.34,,
11/01/2018,110875850676.43,110875850676.43,21972353.89,,
11/02/2018,110416566184.86,110416566184.86,3272896.52,,
11/03/2018,110685382103.32,110685382103.32,4266392.69,,
11/04/2018,111452256261.7,111452256261.7,7128959.77,,
11/05/2018,112181351988.79,112181351988.79,11055601.11,,
11/06/2018,113392193312.9,113392193312.9,33868766.51,,
11/07/2018,112075271333.03,112075271333.03,4116438.75,,
11/08/2018,110902366144.34,110902366144.34,4320780.84,,
11/09/2018,111321986257.31,111321986257.31,3845021.26,,
11/10/2018,111369736877.35,111369736877.35,3984868.73,,
11/11/2018,110685784725.59,110685784725.59,25425635.36,,
11/12/2018,110491344612,110491344612,4162503.44,,
12/01/2018,72048626630.94,72048626630.94,9262884.08,,
12/12/2018,57726784508.39,57726784508.39,50602627.69,,
01/01/2019,68847244222.99,68847244222.99,17122538.44,,
01/02/2019,66992093224.37,66992093224.37,17141444.55,,
01/03/2019,67365490362.46,67365490362.46,15317080.97,,
01/04/2019,67155744467.7,67155744467.7,29956263.43,,
03/04/2019,68468368227.44,68468368227.44,10178641.77,,
01/05/2019,71204351911.49,71204351911.49,19209988.06,,
03/05/2019,68607691760.03,68607691760.03,14122641.12,,
